RUT;Nombre;Genero;Fecha_Nacimiento;Previsión;Monto_Deuda
10.173.644-5;Pamela María Castro Rodríguez;FEMENINO;1984/2/1;FONASA;188056.37
8.512.732-8;Valeria Victoria Muñoz Rojas;FEMENINO;1964/3/26;FONASA;1771167.4000000001
6.168.108-4;Isidora Paula Valenzuela Muñoz;FEMENINO;1983/7/25;FONASA;811569.9600000001
14.206.768-4;Vicente Alejandro López Robles;MASCULINO;2000/3/21;FONASA;315276.82
17.396.864-3;Pamela Ignacia Robles Rodríguez;FEMENINO;1962/1/3;ISAPRE;221455.15
15.476.343-2;Cecilia Andrea Díaz Rodríguez;FEMENINO;1975/12/4;FONASA;1013470.56
12.869.284-3;Francisco Juan Castro Quiroga;MASCULINO;1999/5/24;FONASA;261475.80000000002
17.389.781-6;Vicente Ignacio Quiroga Campos;MASCULINO;1992/8/26;FONASA;1248530.98
12.487.446-3;Pablo Alejandro Vergara Díaz;MASCULINO;1996/1/28;ISAPRE;591174.68
16.439.448-7;Gabriel Vicente Campos Saavedra;MASCULINO;1986/11/4;FONASA;1800392.62
12.862.360-2;Valeria Isabel Rodríguez González;FEMENINO;1963/3/15;FONASA;601765.14
8.863.263-4;Andrés Bernardo Rojas Castro;MASCULINO;1978/4/1;FONASA;1138755.6400000001
11.107.654-3;Ignacia Daniela Rodríguez Marín;FEMENINO;1992/3/21;ISAPRE;1858341.45
4.480.579-4;Felipe Juan Rodríguez Valenzuela;MASCULINO;1989/9/17;FONASA;1815727.26
16.736.238-7;Alejandro Gabriel Vergara Marín;MASCULINO;1965/11/15;FONASA;1611047.72
21.449.526-4;Pablo Vicente Díaz Saavedra;MASCULINO;1965/8/7;ISAPRE;1639993.81
21.737.695-4;Pamela Andrea Rodríguez Quiroga;FEMENINO;1966/7/30;ISAPRE;1708873.0
18.211.483-1;Juan Bernardo López Rodríguez;MASCULINO;1984/1/5;FONASA;1969467.12
19.653.158-7;Ignacio Ramón Quiroga Castro;MASCULINO;1993/2/15;FONASA;1726567.37
9.881.074-1;Isidora Paula Rodríguez Saavedra;FEMENINO;1970/8/14;FONASA;1010460.9
4.509.100-2;Valeria Pamela Muñoz Robles;FEMENINO;1975/1/1;ISAPRE;234571.17
5.673.839-2;Alejandro Bernardo Muñoz Robles;MASCULINO;1990/10/14;FONASA;1350442.27
16.319.194-7;Bernardo Francisco Díaz Vergara;MASCULINO;1970/11/20;ISAPRE;1360078.95
14.846.172-2;Ignacio Rodrigo Ruiz López;MASCULINO;1991/3/15;FONASA;395490.13
7.212.657-6;Valeria Valeria Díaz López;FEMENINO;1993/9/8;FONASA;148582.65
4.947.525-7;María Javiera Muñoz Campos;FEMENINO;1995/10/4;FONASA;581155.87
16.974.127-6;Gabriel Pedro Quiroga Rodríguez;MASCULINO;1969/7/19;FONASA;185002.42
17.349.270-1;Paula Isabel Marín López;FEMENINO;1996/10/3;FONASA;1766503.56
6.576.119-4;Vicente Andrés Campos Vergara;MASCULINO;1987/6/7;FONASA;686486.76
12.052.674-8;Juan Andrés López Valenzuela;MASCULINO;1987/12/18;FONASA;225991.27000000002
20.562.330-1;Javier Bernardo Rodríguez Díaz;MASCULINO;1988/10/12;FONASA;130536.02
4.689.398-1;Victoria Andrea Díaz Muñoz;FEMENINO;2000/5/2;ISAPRE;541364.91
11.713.180-5;Gabriel Ramón Rodríguez Ruiz;MASCULINO;1998/12/21;ISAPRE;1801460.73
12.052.644-0;Javiera Cecilia Castro Valenzuela;FEMENINO;1978/6/7;FONASA;1470266.29
6.976.614-7;Francisco Andrés Ruiz Ruiz;MASCULINO;1993/7/9;FONASA;1944544.21
8.184.810-9;Francisco Francisco Saavedra Marín;MASCULINO;1975/6/16;FONASA;1405188.83
4.938.981-8;Isabel Valeria Campos Castro;FEMENINO;1982/8/6;FONASA;394926.72000000003
8.712.202-8;Juan Francisco Rodríguez Campos;MASCULINO;1962/12/27;FONASA;577545.72
18.899.312-8;Andrés Gabriel Muñoz Saavedra;MASCULINO;1984/6/0;FONASA;1258651.76
16.472.374-4;Francisco Ignacio Rojas Saavedra;MASCULINO;1969/9/1;FONASA;1062940.43
18.914.625-2;Cecilia Javiera Marín López;FEMENINO;2000/1/8;ISAPRE;1905320.78
14.038.370-6;Andrea Valeria Quiroga González;FEMENINO;1989/9/15;FONASA;873500.77
10.711.467-4;Pamela Pamela Robles Campos;FEMENINO;1988/2/13;FONASA;1092769.23
21.553.711-7;Ramón Pedro Robles Vergara;MASCULINO;2000/5/4;FONASA;889510.06
14.023.441-8;Bernardo Andrés López Rodríguez;MASCULINO;1978/8/9;FONASA;1280129.32
18.528.624-8;Blanca Blanca Castro Vergara;FEMENINO;1999/7/9;FONASA;1496089.42
7.398.839-5;Rodrigo Ignacio Ruiz Vergara;MASCULINO;1996/2/3;FONASA;735726.9400000001
20.063.243-9;Andrés Ramón Rojas Rodríguez;MASCULINO;1994/3/24;FONASA;1860386.0
13.223.440-4;Isabel Isabel Quiroga Quiroga;FEMENINO;1960/3/8;ISAPRE;1117924.92
13.541.407-6;Andrea Valeria Muñoz González;FEMENINO;1965/4/19;ISAPRE;488699.98000000004
17.672.539-9;Daniela Victoria Rodríguez Marín;FEMENINO;1995/2/27;FONASA;2055482.4200000002
16.714.629-0;Ignacia Isidora Rodríguez Valenzuela;FEMENINO;1991/11/24;ISAPRE;1725610.5
21.777.326-3;Ignacio Francisco Muñoz Marín;MASCULINO;1995/4/5;FONASA;447124.03
13.522.881-1;Blanca Daniela Castro Rodríguez;FEMENINO;1978/10/22;ISAPRE;1888393.76
5.494.189-9;Francisco Bernardo Rojas Saavedra;MASCULINO;1972/3/22;FONASA;1401691.98
13.013.01-2;Bernardo Bernardo Saavedra López;MASCULINO;1996/5/29;FONASA;1095459.59
11.545.996-7;Paula Javiera Campos Muñoz;FEMENINO;1967/5/7;FONASA;1216687.5
15.203.771-4;Pablo Francisco Quiroga López;MASCULINO;1979/6/28;ISAPRE;1977319.84
16.091.944-2;Felipe Andrés Saavedra Castro;MASCULINO;1971/8/16;ISAPRE;1316160.78
10.886.088-1;Andrea Valeria Rojas Valenzuela;FEMENINO;1978/7/11;FONASA;698698.4400000001
6.388.024-5;Paula Ignacia Valenzuela López;FEMENINO;1994/10/0;FONASA;1750998.97
9.967.407-1;Vicente Ramón Quiroga Rojas;MASCULINO;1993/7/9;ISAPRE;786151.62
20.240.249-4;Cecilia Paula Rodríguez Campos;FEMENINO;1976/3/12;ISAPRE;1282532.31
13.532.04-7;Ignacio Andrés Rodríguez Saavedra;MASCULINO;1979/5/15;FONASA;1767557.25
11.929.379-0;Blanca Andrea Valenzuela Quiroga;FEMENINO;1960/3/10;FONASA;1686358.23
6.344.02-7;Andrés Gabriel Robles Díaz;MASCULINO;1991/7/23;FONASA;1598761.8800000001
21.793.495-3;Isabel Daniela Saavedra Campos;FEMENINO;1961/6/10;FONASA;793784.9500000001
20.200.135-8;Andrea Isidora González Rojas;FEMENINO;1982/3/30;FONASA;828683.41
6.600.137-3;Felipe Francisco Castro Castro;MASCULINO;1983/6/2;ISAPRE;1042863.67
8.237.682-6;Andrea Isidora Rojas Valenzuela;FEMENINO;1976/5/10;FONASA;2000631.83
8.697.935-1;Bernardo Pablo López Robles;MASCULINO;1991/2/26;ISAPRE;1699037.53
13.961.981-7;María María Castro Robles;FEMENINO;1975/3/16;FONASA;589126.01
15.089.396-8;Andrea Pamela Robles Robles;FEMENINO;1976/10/9;ISAPRE;442145.01
18.437.211-6;Bernardo Juan Muñoz Quiroga;MASCULINO;1977/6/17;FONASA;850574.0
6.927.511-0;Isidora Javiera López Díaz;FEMENINO;1988/3/9;FONASA;853474.48
18.308.766-4;Cecilia Pamela Campos Ruiz;FEMENINO;2000/12/0;FONASA;131434.18
17.978.816-6;Javiera Victoria Rojas Marín;FEMENINO;1996/2/15;ISAPRE;1471075.87
20.570.665-1;Ignacio Ramón Muñoz Díaz;MASCULINO;1969/12/24;FONASA;1143254.68
18.406.977-3;Constanza Daniela Campos Quiroga;FEMENINO;1979/7/0;FONASA;981476.7000000001
11.967.121-6;Pablo Gabriel Rodríguez Valenzuela;MASCULINO;1978/8/0;ISAPRE;295733.60000000003
17.964.252-8;Victoria Constanza Marín Rodríguez;FEMENINO;1976/2/14;FONASA;1141250.3
17.416.815-4;Pedro Andrés Rojas Vergara;MASCULINO;1990/12/6;ISAPRE;1257741.24
7.201.886-6;Daniela Constanza González Rodríguez;FEMENINO;1970/8/29;FONASA;339952.53
19.396.530-5;Isabel Andrea Robles Rojas;FEMENINO;1987/11/24;FONASA;1502178.78
5.825.250-5;Blanca Paula Vergara Rodríguez;FEMENINO;1969/7/0;FONASA;504771.07
7.118.797-0;Ramón Bernardo Saavedra Rodríguez;MASCULINO;1962/6/11;FONASA;1562451.29
11.651.768-1;María Javiera Quiroga López;FEMENINO;1983/6/30;FONASA;357202.97000000003
5.376.237-0;Pablo Pedro Díaz López;MASCULINO;1966/10/25;FONASA;1623575.61
11.660.077-1;Isidora Valeria Rodríguez Castro;FEMENINO;1993/5/21;ISAPRE;537539.49
9.055.601-4;Isabel Ignacia López Saavedra;FEMENINO;1998/3/12;FONASA;823716.75
18.632.781-9;Paula Blanca Campos Marín;FEMENINO;1983/12/13;ISAPRE;427396.44
5.760.904-6;Andrés Bernardo Saavedra Marín;MASCULINO;1964/3/13;FONASA;1065117.85
5.743.349-9;Ignacio Francisco Castro Rojas;MASCULINO;1995/3/14;ISAPRE;432035.56
10.914.711-8;Gabriel Juan Quiroga Marín;MASCULINO;1999/4/20;FONASA;501142.38
15.569.233-5;Rodrigo Ramón González Muñoz;MASCULINO;1993/9/11;FONASA;1984724.51
21.198.770-0;Javiera Constanza Castro Ruiz;FEMENINO;1988/3/28;ISAPRE;600800.03
5.678.767-4;Gabriel Pedro Rodríguez Castro;MASCULINO;1961/5/4;ISAPRE;2001042.8
5.145.455-8;Isidora Isidora Valenzuela Quiroga;FEMENINO;1987/2/21;FONASA;212478.7
10.742.393-7;Bernardo Alejandro Robles López;MASCULINO;1971/4/13;FONASA;806284.0
14.871.274-8;María Constanza Robles Valenzuela;FEMENINO;1971/11/16;ISAPRE;1354617.8900000001
14.643.520-1;Juan Ignacio Quiroga Campos;MASCULINO;1992/2/19;FONASA;411111.11
11.779.952-8;Pamela Blanca Muñoz Ruiz;FEMENINO;1987/2/1;FONASA;160073.33000000002
21.673.463-7;Cecilia Javiera Robles Marín;FEMENINO;1983/4/29;ISAPRE;2027961.85
4.464.429-4;Javiera Daniela Vergara Díaz;FEMENINO;1976/6/25;ISAPRE;196730.0
15.317.679-1;Javier Ignacio González Rodríguez;MASCULINO;1996/10/30;ISAPRE;1354164.69
21.274.217-5;Rodrigo Andrés Muñoz Marín;MASCULINO;1964/5/19;FONASA;1632633.43
15.270.363-4;Francisco Ramón Vergara Díaz;MASCULINO;1981/8/23;FONASA;742487.86
8.683.633-0;Constanza Isidora López Valenzuela;FEMENINO;1984/11/3;FONASA;1446727.7
5.151.941-1;Pedro Bernardo Saavedra Muñoz;MASCULINO;2000/3/3;ISAPRE;1076885.6
4.997.622-4;Valeria Andrea Vergara Vergara;FEMENINO;1978/7/30;ISAPRE;1559266.53
6.523.636-8;Juan Bernardo Marín Valenzuela;MASCULINO;1968/10/4;ISAPRE;1827213.82
9.056.227-8;Pamela Javiera Muñoz López;FEMENINO;2000/8/8;FONASA;1979520.95
14.836.901-4;Pablo Javier Robles Saavedra;MASCULINO;1981/4/13;FONASA;1796320.0
7.243.579-7;Juan Gabriel Saavedra Díaz;MASCULINO;1995/7/17;FONASA;2015158.95
6.549.232-7;Andrés Javier Saavedra Rodríguez;MASCULINO;1987/10/17;FONASA;1288450.69
10.174.226-6;Javier Gabriel Ruiz Saavedra;MASCULINO;1999/4/8;ISAPRE;375697.65
6.609.622-0;Felipe Andrés Rojas Rodríguez;MASCULINO;1985/11/13;FONASA;747546.1900000001
7.669.069-9;Pedro Juan Rojas Saavedra;MASCULINO;1962/9/28;FONASA;795929.41
10.450.043-1;Javiera Victoria Muñoz Díaz;FEMENINO;1996/2/24;ISAPRE;2029447.11
16.477.019-7;Ramón Pablo Rojas Valenzuela;MASCULINO;1973/4/3;FONASA;1700888.44
10.108.492-8;Pedro Pablo Rojas Saavedra;MASCULINO;1987/5/27;FONASA;1296066.51
15.705.279-9;Andrés Javier Campos Quiroga;MASCULINO;1964/7/16;ISAPRE;477174.28
7.084.297-7;Andrea Cecilia Castro Robles;FEMENINO;1987/5/27;FONASA;1165301.83
20.589.541-3;Vicente Pablo Rodríguez Robles;MASCULINO;1985/3/9;FONASA;726907.05
4.852.367-5;Ignacia Isabel Ruiz Rodríguez;FEMENINO;1969/5/3;FONASA;1132137.8900000001
21.536.586-1;Felipe Gabriel López Rojas;MASCULINO;1989/12/1;FONASA;1862486.1700000002
12.936.982-4;Ramón Andrés Castro Muñoz;MASCULINO;1981/2/19;FONASA;1213880.75
16.491.237-1;Felipe Ramón Castro González;MASCULINO;1973/12/16;FONASA;1726093.57
12.620.154-8;Andrés Felipe Díaz González;MASCULINO;1967/12/18;FONASA;177706.93
7.960.611-4;Ramón Ignacio Campos Díaz;MASCULINO;1991/12/24;FONASA;743850.55
16.566.679-4;Ignacio Bernardo Castro Castro;MASCULINO;1995/10/7;FONASA;1884875.28
17.871.389-4;Bernardo Francisco González Ruiz;MASCULINO;1964/1/3;FONASA;1583620.8800000001
14.429.448-9;Victoria Cecilia Rodríguez Rodríguez;FEMENINO;1963/4/7;FONASA;1551065.67
13.954.283-4;Pablo Ignacio Rodríguez Castro;MASCULINO;1967/9/30;ISAPRE;595404.89
16.429.738-1;María Victoria Campos Marín;FEMENINO;1997/6/17;FONASA;904874.5700000001
5.790.660-6;Gabriel Francisco López Muñoz;MASCULINO;1960/5/28;ISAPRE;1803356.96
13.681.061-1;Pablo Felipe Valenzuela Díaz;MASCULINO;1967/11/23;FONASA;390146.49
13.241.512-8;Victoria Javiera González Ruiz;FEMENINO;1969/9/12;FONASA;1153396.06
19.802.433-8;Isidora Cecilia López Quiroga;FEMENINO;1974/3/19;FONASA;1916964.93
17.301.498-8;Juan Gabriel López Ruiz;MASCULINO;1995/10/26;FONASA;1042327.04
20.248.465-1;Pamela Blanca Robles Rodríguez;FEMENINO;1972/8/13;ISAPRE;1824029.06
14.029.798-8;Rodrigo Bernardo Vergara Castro;MASCULINO;1979/3/11;FONASA;697679.77
20.104.397-8;Pablo Vicente Castro Castro;MASCULINO;1965/9/25;FONASA;1570248.3900000001
6.143.290-8;Juan Javier Campos Muñoz;MASCULINO;2000/2/26;ISAPRE;1461168.3
20.233.758-6;Andrés Juan Rodríguez Marín;MASCULINO;1977/4/14;FONASA;1557295.11
15.305.683-5;María Daniela Ruiz Vergara;FEMENINO;1967/8/30;FONASA;658023.74
14.280.125-4;Juan Gabriel Robles González;MASCULINO;1995/8/1;ISAPRE;1379090.69
14.364.039-5;Ignacio Alejandro Rodríguez López;MASCULINO;1990/2/12;FONASA;1685487.8800000001
4.348.225-1;Isabel Pamela Quiroga Quiroga;FEMENINO;1968/7/18;FONASA;893135.66
7.984.336-0;Rodrigo Rodrigo Díaz Rodríguez;MASCULINO;1990/10/22;FONASA;1048769.69
17.644.117-3;Blanca Andrea Campos López;FEMENINO;1975/2/22;FONASA;1192719.4000000001
5.783.070-5;Constanza Valeria Rodríguez Saavedra;FEMENINO;1989/7/23;FONASA;1705907.6300000001
20.258.229-5;Andrés Pablo Rodríguez Valenzuela;MASCULINO;1975/4/20;ISAPRE;1941785.87
11.226.221-0;Ignacio Bernardo Ruiz Marín;MASCULINO;1999/1/11;FONASA;1083022.34
15.818.644-6;Felipe Bernardo Robles Muñoz;MASCULINO;1999/3/23;ISAPRE;1323149.33
9.189.603-1;Felipe Vicente Valenzuela López;MASCULINO;1988/12/24;FONASA;1273841.17
21.967.425-2;Alejandro Francisco González Muñoz;MASCULINO;1983/9/4;FONASA;185593.64
21.347.791-0;Ramón Bernardo Muñoz López;MASCULINO;1977/10/18;FONASA;1504610.61
15.178.214-3;Alejandro Ramón Rojas Díaz;MASCULINO;1962/2/21;FONASA;788699.84
20.601.609-9;María Javiera López Valenzuela;FEMENINO;1996/11/16;FONASA;1038321.37
11.321.437-2;Pedro Pedro Marín Díaz;MASCULINO;1978/7/28;FONASA;112068.12000000001
8.837.910-2;Blanca Blanca Rodríguez López;FEMENINO;1989/3/23;FONASA;1308491.4000000001
20.284.204-3;Ramón Andrés González Ruiz;MASCULINO;1978/12/26;FONASA;779367.01
20.441.031-2;Ignacio Javier Quiroga Robles;MASCULINO;1990/10/11;ISAPRE;165401.52000000002
15.839.930-6;Juan Pablo Campos Saavedra;MASCULINO;1974/12/25;FONASA;222246.19
18.735.422-3;Pablo Juan Saavedra Rodríguez;MASCULINO;1984/1/20;FONASA;1080960.28
6.173.351-0;Andrés Pedro Muñoz Vergara;MASCULINO;1995/1/8;FONASA;1950793.22
15.536.565-5;Ramón Pedro Castro Castro;MASCULINO;1975/2/13;FONASA;1183495.75
19.696.647-7;Javier Pedro Castro Vergara;MASCULINO;1972/4/4;FONASA;1024729.49
19.499.617-8;Constanza Isabel Quiroga Quiroga;FEMENINO;1980/4/4;ISAPRE;1276378.06
13.036.475-3;Javier Juan Rojas Vergara;MASCULINO;1999/7/6;FONASA;1334696.6600000001
21.491.384-6;Juan Vicente Marín Ruiz;MASCULINO;1992/2/24;FONASA;1373118.75
10.581.478-3;Felipe Vicente Quiroga López;MASCULINO;1965/4/27;FONASA;1351190.05
7.587.366-3;Ramón Pablo Quiroga Ruiz;MASCULINO;1971/2/18;FONASA;1590893.71
7.944.707-5;Isidora Blanca Vergara Quiroga;FEMENINO;1983/6/13;FONASA;406986.99
6.369.292-4;Felipe Juan Muñoz Valenzuela;MASCULINO;1996/3/4;FONASA;993192.9500000001
15.435.624-5;Bernardo Rodrigo Muñoz Marín;MASCULINO;1997/1/6;ISAPRE;205483.97
14.773.697-9;Ignacia Blanca Rodríguez Castro;FEMENINO;1968/10/12;FONASA;1508681.17
14.237.481-0;María Paula Quiroga Rodríguez;FEMENINO;1965/3/29;FONASA;899470.16
20.957.690-8;Cecilia Isidora Rodríguez Marín;FEMENINO;1991/1/4;ISAPRE;649397.49
18.899.077-6;Felipe Alejandro Ruiz González;MASCULINO;1963/3/15;FONASA;896945.63
18.635.234-7;Rodrigo Javier Robles Robles;MASCULINO;1989/7/20;FONASA;2002523.94
21.063.938-9;Ignacia Constanza Díaz Muñoz;FEMENINO;1987/7/16;FONASA;759098.67
20.332.143-2;Francisco Javier Saavedra Saavedra;MASCULINO;1961/1/1;FONASA;1830523.21
13.389.891-6;Javier Bernardo Robles Saavedra;MASCULINO;1995/5/0;ISAPRE;1831858.09
20.453.877-1;Ignacio Ignacio Castro Vergara;MASCULINO;1976/7/19;FONASA;513166.60000000003
4.678.034-4;Bernardo Andrés Rojas Campos;MASCULINO;1960/11/5;FONASA;1063633.62
19.209.432-1;Rodrigo Javier Vergara Valenzuela;MASCULINO;1995/5/15;ISAPRE;457429.18
12.130.546-9;Rodrigo Bernardo Vergara Díaz;MASCULINO;1963/9/24;FONASA;1370004.03
10.239.291-7;Pedro Vicente Ruiz Robles;MASCULINO;1979/1/14;ISAPRE;156103.71
17.811.624-7;Juan Juan Saavedra Saavedra;MASCULINO;1992/9/1;FONASA;1395723.1300000001
21.091.209-7;Pedro Bernardo Rodríguez Castro;MASCULINO;1971/5/5;FONASA;500752.01
16.205.917-9;Javiera Pamela Valenzuela Rodríguez;FEMENINO;1985/12/20;FONASA;1734983.5
11.969.724-0;Andrea Javiera González Rodríguez;FEMENINO;1979/9/17;ISAPRE;327770.72000000003
17.703.915-8;Ramón Bernardo Quiroga Campos;MASCULINO;1994/1/20;FONASA;1437269.21
15.910.661-3;Pamela Isabel Castro López;FEMENINO;1968/6/4;ISAPRE;825164.93
17.779.449-4;Ignacio Juan Rodríguez Marín;MASCULINO;1960/8/29;FONASA;1571631.68
8.334.597-9;Ramón Javier Rojas Muñoz;MASCULINO;1999/1/26;ISAPRE;601868.14
9.653.782-7;Isidora Cecilia Castro López;FEMENINO;1981/12/6;FONASA;800606.64
5.614.210-3;Pedro Javier González López;MASCULINO;1981/12/2;ISAPRE;1918422.3800000001
18.434.658-2;Isabel Isabel Rodríguez López;FEMENINO;1993/3/2;ISAPRE;1015696.39
11.522.250-2;Alejandro Ignacio Marín Marín;MASCULINO;1962/6/3;FONASA;514043.13
13.326.750-2;Andrés Pablo Campos López;MASCULINO;1986/5/23;ISAPRE;1431755.62
5.220.765-4;Felipe Juan Castro Rodríguez;MASCULINO;1983/8/13;FONASA;1158409.07
12.299.939-5;Andrés Pablo Castro Ruiz;MASCULINO;1984/3/9;FONASA;655267.46
13.888.668-8;Felipe Felipe González González;MASCULINO;1986/3/17;FONASA;1257254.05
14.888.710-0;Valeria Daniela Díaz Ruiz;FEMENINO;1987/4/4;ISAPRE;370980.25
11.501.548-1;Cecilia Andrea Robles Vergara;FEMENINO;1972/7/26;FONASA;901771.18
18.238.272-6;Cecilia Pamela Quiroga Rodríguez;FEMENINO;1982/7/0;FONASA;1336826.7
4.191.958-7;Juan Bernardo Díaz Muñoz;MASCULINO;1967/5/6;ISAPRE;532117.5700000001
4.039.899-9;Bernardo Francisco Muñoz Saavedra;MASCULINO;1972/3/0;ISAPRE;1384886.5
12.783.126-9;Gabriel Pedro Marín Quiroga;MASCULINO;1961/1/13;FONASA;1840380.31
10.217.08-5;Javiera Paula Castro González;FEMENINO;1999/6/15;FONASA;829467.24
16.045.283-4;Cecilia Pamela Muñoz Marín;FEMENINO;1990/7/9;ISAPRE;1166615.08
15.584.272-9;Isabel Andrea Saavedra Vergara;FEMENINO;1997/8/13;FONASA;1613702.03
21.188.758-2;Pamela Valeria Ruiz Marín;FEMENINO;1983/11/19;FONASA;372320.28
9.726.767-0;Pamela Constanza Muñoz Ruiz;FEMENINO;1994/6/22;ISAPRE;1857071.46
21.233.032-5;Constanza Andrea Quiroga Marín;FEMENINO;1970/12/24;ISAPRE;1182843.76
13.947.861-4;Valeria Cecilia Valenzuela Díaz;FEMENINO;1992/9/23;FONASA;1859146.9100000001
21.962.865-1;Andrea Ignacia Rodríguez González;FEMENINO;1978/11/6;FONASA;1168457.75
13.368.829-1;Andrea Cecilia Quiroga Rodríguez;FEMENINO;1965/4/26;FONASA;1707092.1300000001
14.809.830-4;Pablo Bernardo Saavedra Rojas;MASCULINO;1995/7/13;FONASA;1290828.96
5.487.133-4;Alejandro Rodrigo Rodríguez Rodríguez;MASCULINO;1982/1/7;ISAPRE;1445188.8800000001
17.365.926-7;Bernardo Bernardo Marín Quiroga;MASCULINO;1973/10/1;FONASA;1476955.11
5.919.941-6;Isabel Isabel Quiroga Muñoz;FEMENINO;1969/4/16;FONASA;274080.94
6.517.107-1;Felipe Rodrigo Robles Ruiz;MASCULINO;1993/8/12;FONASA;142759.03
9.614.088-1;Francisco Vicente López Castro;MASCULINO;1972/4/4;FONASA;517872.67000000004
20.984.340-6;Cecilia Javiera Muñoz Rodríguez;FEMENINO;1964/3/27;FONASA;1973377.0
5.610.746-1;Gabriel Felipe Rojas Valenzuela;MASCULINO;1977/8/19;ISAPRE;2022227.84
11.600.922-1;Vicente Juan Díaz Robles;MASCULINO;1990/1/24;FONASA;1127977.72
19.414.687-0;Valeria Victoria López Muñoz;FEMENINO;1973/3/3;FONASA;1541828.6300000001
21.067.278-2;Bernardo Javier Rojas Rodríguez;MASCULINO;1966/10/13;FONASA;417265.36
10.031.970-0;Valeria Constanza Campos Ruiz;FEMENINO;1968/4/21;FONASA;1483730.45
6.927.266-5;Francisco Alejandro Valenzuela Saavedra;MASCULINO;1960/3/20;FONASA;1955339.6400000001
14.312.579-5;Pablo Pablo Rojas Vergara;MASCULINO;1962/10/19;FONASA;1492539.01
4.480.772-1;Javiera Daniela Quiroga Rodríguez;FEMENINO;1965/5/20;ISAPRE;1670102.77
10.440.915-9;Blanca María Vergara López;FEMENINO;1984/3/21;FONASA;474208.91000000003
18.169.605-9;Juan Andrés Campos Castro;MASCULINO;1978/2/8;FONASA;210283.77000000002
4.470.159-8;Bernardo Ignacio Quiroga Vergara;MASCULINO;1965/1/17;ISAPRE;965761.99
17.138.964-2;Vicente Juan Saavedra González;MASCULINO;1978/1/21;FONASA;2059872.28
17.034.512-8;Paula Pamela Ruiz Campos;FEMENINO;1967/11/26;FONASA;484126.78
8.259.192-0;Paula Daniela Ruiz Valenzuela;FEMENINO;1979/9/5;FONASA;1863082.54
13.168.612-3;Blanca María Valenzuela Díaz;FEMENINO;1961/6/14;FONASA;1511274.71
17.057.988-0;Rodrigo Francisco Quiroga Vergara;MASCULINO;1970/8/10;ISAPRE;452047.43
21.607.035-7;Ignacia Isabel Vergara Campos;FEMENINO;1965/4/25;FONASA;232253.67
17.712.490-8;Andrés Rodrigo Castro Rodríguez;MASCULINO;1993/4/15;FONASA;892073.73
11.372.227-4;Andrés Alejandro Vergara Ruiz;MASCULINO;1980/1/1;FONASA;1316171.08
6.990.450-2;Francisco Juan Rodríguez Díaz;MASCULINO;1978/12/15;FONASA;1949517.05
5.763.942-0;Isidora Blanca Díaz Castro;FEMENINO;1986/10/2;FONASA;1283385.1500000001
7.502.590-6;Isidora Isidora Vergara Vergara;FEMENINO;1982/9/1;ISAPRE;120263.83
7.210.691-8;Ignacio Alejandro Quiroga Rodríguez;MASCULINO;1989/10/16;FONASA;1306121.37
19.235.946-3;Constanza Victoria López Muñoz;FEMENINO;1975/1/8;FONASA;768857.92
6.445.171-6;Gabriel Vicente Campos Muñoz;MASCULINO;1977/2/8;FONASA;419198.67
19.314.424-1;Felipe Vicente Vergara Vergara;MASCULINO;1985/1/17;FONASA;1603862.44
15.344.807-9;Alejandro Andrés Muñoz López;MASCULINO;1977/10/8;ISAPRE;570369.71
15.455.448-8;María María Quiroga Marín;FEMENINO;1990/3/11;FONASA;1898856.5
11.733.573-9;Constanza Victoria Campos Castro;FEMENINO;2000/12/20;ISAPRE;929113.56
4.857.023-4;Felipe Andrés Rojas Rojas;MASCULINO;1960/8/15;ISAPRE;1504440.6600000001
18.106.018-3;Gabriel Alejandro Rodríguez Saavedra;MASCULINO;1985/12/28;FONASA;1481420.1600000001
6.698.825-3;Javiera Daniela Rojas Castro;FEMENINO;1997/1/21;FONASA;1866883.24
10.947.696-1;Paula Paula Saavedra Campos;FEMENINO;1963/10/13;FONASA;1392379.75
7.573.862-1;Felipe Javier Marín Campos;MASCULINO;1964/4/27;FONASA;440105.61
13.257.133-0;Ignacia Paula Rodríguez Rodríguez;FEMENINO;1988/6/14;FONASA;1703336.75
14.744.035-9;Isidora Constanza González Rodríguez;FEMENINO;1987/2/9;FONASA;1443823.1
8.358.862-6;Paula Constanza González López;FEMENINO;1977/4/21;FONASA;201909.87
15.546.331-8;Daniela Isidora Vergara Quiroga;FEMENINO;1990/11/6;FONASA;337125.18
15.723.745-9;Felipe Felipe Robles Valenzuela;MASCULINO;1962/12/18;FONASA;665459.31
4.640.489-4;Bernardo Bernardo Quiroga Rojas;MASCULINO;1984/10/5;FONASA;1273253.04
19.295.162-6;María Isidora Vergara Vergara;FEMENINO;1960/4/13;ISAPRE;1921404.23
8.997.332-7;Blanca Pamela Rojas Rodríguez;FEMENINO;1967/7/22;FONASA;1836274.73
11.066.569-1;Valeria Ignacia López Díaz;FEMENINO;1979/11/8;FONASA;1191820.21
11.058.450-1;Pamela Victoria Rodríguez Rojas;FEMENINO;1986/2/5;FONASA;958197.67
15.173.946-3;Andrea Cecilia Quiroga Campos;FEMENINO;1974/10/14;FONASA;1651259.95
11.830.663-5;Ignacio Juan Quiroga Castro;MASCULINO;1963/10/12;ISAPRE;1007095.89
