RUT;NOMBRE;FECHA_NAC;TIPO_CLIENTE;MONTO;PUNTAJE_CREDITICIO
13.090.029-3;Valeria Paula Vergara Campos;12-07-00;B;5144541;4.65
18.729.509-6;Andrea Paula Rodríguez Rojas;1965-10-0;C;678166;4.11
19.246.135-3;Ignacia Constanza Robles González;1998-11-0;B;3226880;1.13
11.732.679-10;Francisco Juan Quiroga López;21-10-79;E;8667496;1.9
15.102.322-10;Francisco Gabriel Saavedra Muñoz;12-02-65;C;1207001;8.31
17.244.891-7;Pablo Felipe Muñoz Valenzuela;13-10-97;B;3643899;9.58
19.415.205-4;Andrés Ramón Marín Valenzuela;10-02-73;E;3353655;5.61
14.691.638-4;Pablo Bernardo Quiroga Saavedra;08-10-61;E;5514391;3.5
9.740.512-5;Javiera Isidora Marín Saavedra;14-08-98;E;5688736;5.89
13.395.011-2;Andrea Isidora González Campos;28-02-83;D;9636396;7.3
10.947.04-6;Vicente Francisco Robles Rodríguez;21-12-94;E;3725728;3.76
17.176.672-8;Pamela Isabel Ruiz González;1968-8-0;D;5824907;9.45
10.113.618-0;Andrés Pedro Vergara Saavedra;19-04-67;B;6647397;0.35
21.546.489-9;Francisco Pedro Muñoz Valenzuela;22-10-87;A;5868806;0.27
20.906.103-2;Valeria Paula Muñoz Muñoz;12-09-94;D;9344701;4.56
17.695.888-5;María María Vergara Díaz;18-04-82;D;2665367;7.76
5.871.858-4;Felipe Alejandro Ruiz Robles;24-05-86;D;3470819;0.15
18.645.972-5;Juan Felipe Saavedra Saavedra;19-12-62;C;9568711;7.8
5.762.176-5;Victoria Constanza López Díaz;01-12-93;B;3848350;9.38
14.717.624-9;Victoria Isabel Saavedra Quiroga;23-05-65;C;808015;6.48
9.948.570-0;Andrea Pamela Valenzuela González;03-08-91;B;5935510;0.61
18.923.012-10;Victoria Isabel Valenzuela Valenzuela;14-04-91;E;779840;2.21
20.828.327-8;Javiera María Díaz Díaz;21-06-76;C;4800733;3.77
10.011.782-2;Paula Blanca Saavedra López;10-05-72;D;1660337;4.93
10.01.239-2;Andrea Constanza Rojas Robles;07-09-83;E;5337384;3.89
21.423.144-6;Juan Alejandro Rodríguez Muñoz;25-10-96;D;9405109;2.71
5.661.623-2;Ramón Vicente Ruiz Díaz;02-01-83;E;5876503;1.2
15.671.936-2;Felipe Javier Marín Vergara;30-07-71;E;1146315;9.43
9.161.265-5;Ramón Vicente Ruiz Vergara;24-01-93;B;9769192;6.23
11.140.911-6;Bernardo Pedro Muñoz Robles;20-04-66;A;4632656;6.58
9.500.967-6;Isabel Andrea González Robles;20-12-60;A;2404726;0
8.527.363-8;Juan Alejandro Vergara López;20-11-83;C;8910205;6.07
15.340.660-4;Isabel Andrea Ruiz Castro;07-12-71;E;8775845;1.9
13.073.549-4;Javier Pablo Vergara Valenzuela;21-08-90;C;379615;6.96
17.740.669-9;Pablo Ignacio Castro Rodríguez;20-11-75;B;5794989;3.67
8.184.852-8;Victoria Isabel Rodríguez Castro;19-03-74;D;6909620;2.96
4.842.493-9;Pedro Bernardo López Valenzuela;07-02-68;A;9696674;1.75
15.155.615-1;Ignacia Valeria Valenzuela Rodríguez;17-07-63;D;3363496;5.97
5.298.084-10;Isidora Blanca González López;22-12-98;B;5890187;5.72
21.046.536-9;Blanca Isabel Rodríguez Saavedra;10-02-78;A;6732692;8.77
19.408.705-1;Pablo Pablo Castro Díaz;29-05-88;A;1939793;0.58
16.411.560-0;Pablo Javier Rodríguez Campos;29-12-81;A;2565641;5.49
17.898.290-1;Andrea Andrea Muñoz Campos;08-10-80;A;9925151;8.44
17.961.603-10;Alejandro Francisco Valenzuela Quiroga;11-09-94;C;7338083;5.96
13.640.313-1;Cecilia Paula Rojas Rodríguez;29-08-62;E;4428748;8.41
9.107.900-0;Vicente Andrés González Castro;19-07-84;D;4678976;9.33
4.358.767-8;Pablo Bernardo Ruiz Muñoz;05-05-92;C;7535285;5.66
8.604.383-6;Pamela Andrea González Quiroga;16-08-88;E;6246241;1.48
11.829.391-10;Javier Javier Marín González;14-07-68;B;8794907;5.14
15.098.263-6;Paula Isidora López Rodríguez;23-08-81;E;5547506;8.39
17.518.883-6;Andrea Isabel Robles Marín;10-10-86;A;1044958;5.37
5.159.344-2;Victoria Ignacia Marín Vergara;02-05-76;C;542657;7.18
19.327.053-4;Alejandro Gabriel Rodríguez López;01-10-61;A;4653797;2.39
5.428.598-1;Pedro Pablo Vergara Muñoz;21-04-88;E;5041363;9.71
7.544.391-2;Vicente Alejandro Rodríguez Rodríguez;22-12-83;E;7256697;0.93
14.713.332-2;Ramón Gabriel López López;16-07-83;C;4215933;7.17
11.565.525-10;Blanca Valeria Marín Rodríguez;03-07-82;E;4964352;8.41
11.835.318-9;Victoria Paula Díaz Castro;1987-11-0;B;254532;2.45
13.520.116-9;Javier Pablo Saavedra Rodríguez;14-01-84;D;237889;5.85
19.143.842-6;Juan Alejandro Valenzuela Marín;30-07-90;D;6278214;4.61
16.018.310-0;Daniela Javiera Vergara Robles;22-02-90;C;1005537;8.87
14.215.309-1;Gabriel Pablo Castro Quiroga;09-08-93;E;2383558;5.24
21.925.740-0;Javiera Daniela Muñoz Muñoz;18-04-86;A;3262347;1.32
17.339.838-6;Gabriel Pablo Campos Castro;02-12-78;D;6862022;4.75
19.226.967-6;Isabel Blanca Valenzuela Campos;29-03-85;C;4102194;2.82
17.757.285-6;Daniela Daniela Robles Muñoz;17-10-70;B;5718790;3.85
8.986.965-0;Andrea Ignacia Robles Robles;28-06-99;B;4743563;6.63
18.776.869-10;Victoria Cecilia Rodríguez Castro;04-01-93;C;48929;9.95
12.274.996-4;Felipe Ignacio Castro Rodríguez;14-02-91;B;2712311;4.45
8.225.774-0;Paula Victoria Díaz López;19-12-00;E;3103600;8.92
9.287.786-4;Constanza Andrea Rojas Ruiz;27-02-98;A;3302905;0.08
19.522.634-1;Isidora Valeria Valenzuela López;06-04-68;C;9277879;4.18
17.128.263-9;Pamela Daniela Castro Campos;22-01-99;D;4856286;7.53
6.082.785-9;Pamela Cecilia Rodríguez López;18-01-81;C;1319223;7.17
12.832.369-3;Rodrigo Alejandro Marín Rojas;14-05-69;B;6362630;5.48
17.098.328-10;Cecilia Constanza González Díaz;09-03-91;B;3571382;7.44
17.664.756-9;Paula Javiera Campos Saavedra;18-11-63;A;6789133;2.44
13.010.488-9;Isabel Javiera Quiroga Marín;28-05-72;C;3958009;7.06
14.634.169-6;Javier Vicente Ruiz Marín;12-04-92;D;6324637;5.89
13.948.371-1;Pablo Ignacio Saavedra Díaz;18-03-83;A;6907962;8.18
10.378.996-1;Pablo Andrés Robles González;24-01-65;B;1754869;0.31
17.050.635-8;Gabriel Andrés Díaz Muñoz;17-12-98;D;9708854;5.38
14.936.860-6;Paula Isabel López Ruiz;02-03-62;D;9251869;0.04
21.225.612-0;Valeria Daniela Rojas Robles;28-09-74;A;7521576;7.26
7.972.831-4;Victoria Victoria Rodríguez Robles;20-05-94;A;6327554;1.13
8.305.550-8;Bernardo Pedro González Saavedra;1973-11-0;A;9434008;4.94
21.542.010-0;Juan Gabriel Saavedra Castro;04-03-91;C;6405707;7.65
15.347.506-1;Bernardo Juan Castro Quiroga;11-07-71;C;3684264;9.42
15.489.591-3;Isidora Andrea Valenzuela Saavedra;09-08-66;B;4230571;4.18
4.650.229-2;Valeria Daniela Díaz Ruiz;22-02-85;A;6578126;4.17
11.588.447-9;Gabriel Alejandro Muñoz Quiroga;20-03-84;E;2057123;3.36
17.821.831-1;Javiera María Quiroga Rodríguez;25-06-85;C;2197934;3.67
9.815.488-10;Valeria Isabel Vergara Quiroga;26-08-84;E;7234442;8.66
15.044.554-1;Rodrigo Andrés González Quiroga;13-05-90;B;8458234;1.18
9.482.374-1;Valeria Blanca Robles López;24-08-75;A;3242171;9.8
11.898.407-6;Isabel Ignacia Rodríguez Díaz;26-02-93;D;6759808;6.89
4.788.668-6;Isabel Paula Díaz López;20-11-98;D;5425302;4.74
6.602.514-6;Juan Francisco Muñoz Quiroga;10-08-72;E;1710140;8.69
16.676.423-0;Alejandro Ignacio Castro Robles;02-09-63;B;629084;6.58
20.931.568-8;Ramón Gabriel Rojas Quiroga;17-05-80;E;7429278;7.99
15.403.416-2;Ignacia Valeria Ruiz González;10-10-90;B;6713342;4.84
13.084.154-8;Andrés Ignacio Rodríguez Marín;06-05-69;E;8105131;5.86
4.496.795-9;Constanza Pamela Díaz Ruiz;18-09-86;A;5497030;2.32
4.172.258-10;Paula Ignacia Ruiz Valenzuela;21-07-99;C;1449220;4.73
15.662.587-10;Paula Isidora Campos López;09-01-62;B;8259798;1.47
16.490.133-6;Francisco Ramón Marín López;23-03-65;D;2715993;6.28
5.214.546-5;Gabriel Vicente López González;17-04-90;B;7284451;2.03
4.263.943-1;Daniela María Valenzuela González;11-04-76;D;1579768;9.09
17.383.168-7;Bernardo Rodrigo Vergara González;29-09-96;E;9402274;0.67
14.703.524-9;Javiera Victoria González Marín;12-06-95;D;8774890;8.26
4.407.866-8;Felipe Felipe Saavedra Ruiz;02-12-99;C;1301631;1.55
11.410.323-7;Ramón Rodrigo Muñoz Castro;10-05-74;B;9434591;5.21
9.671.287-10;Javier Pedro Rojas López;11-07-68;B;689455;3.32
6.156.390-9;Isabel Constanza Díaz Rojas;11-07-93;C;6701419;2.09
13.690.347-10;Paula Victoria Rojas González;15-11-70;D;200666;7.78
6.724.507-7;Ramón Vicente Campos Quiroga;17-12-64;D;7722416;2.77
11.955.295-0;Daniela Ignacia Rojas Ruiz;05-10-73;E;8606203;7.91
16.743.295-7;Francisco Andrés Campos Díaz;02-12-72;E;3359920;2.92
9.810.316-8;Paula Cecilia Ruiz Marín;29-01-96;C;602271;2.34
19.675.756-1;Gabriel Gabriel López Campos;26-08-78;A;9272556;8.83
5.600.515-4;Alejandro Alejandro Quiroga González;14-05-66;B;1577923;9.4
21.039.121-8;Blanca Paula Campos Saavedra;25-07-83;E;3108944;9.19
17.257.450-10;Andrés Felipe Muñoz López;27-04-63;D;4143405;9.1
15.931.502-4;Bernardo Bernardo Rodríguez Rojas;1975-6-0;D;8105878;9.99
7.836.669-4;Francisco Pedro Vergara Muñoz;16-01-67;A;4619626;2.96
13.749.100-1;Cecilia Isidora Díaz Valenzuela;26-02-71;A;8712318;4.43
7.185.787-1;Andrea Javiera González Muñoz;20-09-89;B;3849729;1.96
10.616.547-6;Javiera Daniela Rodríguez Robles;24-11-82;E;3500981;1.75
10.027.953-9;Paula María Robles López;05-07-65;A;5729127;5.19
10.317.618-1;Paula Javiera Campos Valenzuela;26-04-82;A;1616546;2.34
9.028.482-7;Cecilia Isidora Vergara Ruiz;18-09-68;D;3495732;6.95
9.421.703-2;Blanca Pamela Vergara Vergara;17-09-67;A;6584882;0.55
21.964.062-5;Juan Alejandro Rojas Robles;09-09-76;C;1120298;7.68
15.437.621-3;Alejandro Alejandro López Díaz;18-06-83;E;5488320;5.9
8.539.801-8;Constanza Blanca Marín Rojas;04-10-80;E;8377996;6.58
10.429.397-10;Gabriel Gabriel Rodríguez Rodríguez;19-08-67;A;8983445;6.41
4.981.264-4;Vicente Bernardo Rodríguez Campos;28-07-69;D;2615737;8.04
8.869.248-9;Javier Vicente Díaz Vergara;20-08-72;E;4687069;4.95
21.277.446-9;Daniela Isidora Saavedra Muñoz;07-08-77;A;8416538;1.73
6.058.986-0;María Blanca Muñoz Rodríguez;12-11-65;D;2714399;5.1
16.905.457-6;Rodrigo Vicente Rodríguez Rodríguez;06-06-98;A;5489818;0.31
8.781.910-6;Vicente Alejandro Muñoz López;20-06-76;D;2745664;2.93
19.823.447-8;Javier Ignacio Rodríguez Rojas;05-11-78;D;8817393;3.41
6.03.904-6;Andrés Gabriel Saavedra Muñoz;27-03-74;E;8639058;5.53
16.160.924-5;Juan Javier Rodríguez Campos;19-10-65;A;8058001;0.22
4.09.579-9;Andrea Daniela Marín Ruiz;02-10-66;B;1500542;4.56
18.683.598-5;Paula Daniela Ruiz Rodríguez;05-02-67;E;5851453;1.03
14.815.200-7;Francisco Pablo Rodríguez Marín;24-05-95;B;7941210;6.18
14.859.334-4;María Cecilia Rojas Rojas;16-12-84;C;4420599;0.35
6.522.326-5;Bernardo Rodrigo Quiroga Rodríguez;17-10-61;C;1124655;7.52
21.574.890-6;Blanca Javiera Saavedra Saavedra;06-06-62;D;136684;3.91
10.254.961-5;Ramón Alejandro Marín López;01-06-97;A;5499090;8.75
19.239.180-3;Paula María Castro Castro;09-01-94;B;9695999;9.74
21.169.572-6;Vicente Andrés Vergara Ruiz;25-05-89;B;2869345;7.52
20.648.867-8;Javiera Isabel Rodríguez López;26-03-96;B;9943026;8.6
10.352.901-0;Victoria Pamela López Marín;08-09-60;C;3424727;9.68
19.165.983-0;Cecilia Ignacia Saavedra López;28-10-60;C;4327785;6.99
5.130.641-1;Isabel Cecilia González Campos;24-02-98;E;2740348;3.94
18.136.614-1;Pamela Javiera Rojas Rodríguez;17-09-78;E;123884;3.77
15.128.684-10;Juan Vicente Vergara Rodríguez;13-04-81;D;3834975;9.03
5.196.719-4;Andrés Pablo Campos Rojas;09-01-66;D;1096778;5.04
7.688.186-0;Javier Pablo Rodríguez González;11-05-81;E;9194025;9.33
21.870.311-0;Felipe Pablo López González;19-04-83;E;9272020;7.16
11.761.097-9;Gabriel Vicente Campos Rojas;01-11-99;D;2768437;0.28
10.904.838-6;Andrés Ramón Robles López;07-03-95;A;690859;7
5.300.953-7;Rodrigo Andrés Marín Ruiz;26-09-00;A;1988912;5.36
14.284.076-9;Blanca Isabel Valenzuela Castro;06-11-61;E;6516429;0.11
8.448.727-3;Constanza Pamela Quiroga Campos;10-07-94;B;2586651;6.52
4.982.354-2;Valeria Victoria Rojas Rodríguez;1991-10-0;D;7928599;0.49
14.444.616-0;Isidora Ignacia Rodríguez Saavedra;25-09-96;B;1473347;0.54
9.302.086-9;Alejandro Ramón Campos Marín;22-05-74;A;6627880;0.59
8.577.620-7;Isidora Pamela González Campos;02-10-67;C;283313;2.15
20.803.070-6;Paula Victoria González Rodríguez;27-06-60;D;4721910;0.05
17.661.143-3;Paula Isabel Castro Robles;15-01-75;C;6641555;2.48
13.486.653-4;Victoria Constanza Rodríguez Valenzuela;06-03-74;C;3604307;8.49
5.183.411-6;Isabel Cecilia Muñoz Vergara;06-01-76;B;1188096;3.76
7.428.331-10;Juan Pedro Marín González;07-06-66;A;4486425;5.79
14.084.357-3;Juan Rodrigo Valenzuela Marín;14-03-65;C;4845358;3.31
6.730.047-9;Pedro Felipe Rodríguez Muñoz;29-10-00;E;240851;8.04
7.121.369-8;Juan Pedro Robles Vergara;01-11-95;A;5197215;1.45
6.437.014-4;Isidora Javiera Marín Castro;10-01-67;A;8560640;3.09
17.182.961-4;Pablo Rodrigo Valenzuela Castro;23-04-74;D;3426509;5.04
21.995.261-2;Rodrigo Pedro Quiroga Díaz;30-01-96;B;7324532;7.24
12.921.628-0;Victoria Pamela Muñoz Robles;27-04-67;A;8643849;1.09
18.943.547-0;Ignacia Victoria Castro González;1983-9-0;B;2848437;9.68
15.315.498-0;Pamela Daniela González Rodríguez;17-02-68;B;7138947;8.6
14.228.345-6;Andrés Vicente González Muñoz;19-07-89;D;3257330;5.15
11.825.188-5;Andrés Vicente López Marín;16-05-88;A;2697137;8.92
18.271.988-1;Bernardo Bernardo Rodríguez Castro;27-03-78;A;6529333;3.23
4.290.511-7;Javier Francisco Marín Díaz;05-10-88;C;2524074;8.35
21.909.561-0;Juan Vicente Vergara Valenzuela;01-06-88;D;1838474;5.86
7.049.435-8;Bernardo Rodrigo Muñoz Muñoz;22-11-65;C;2835536;8.14
13.766.798-5;Juan Pedro Vergara Rodríguez;18-03-94;D;2856810;3.88
5.982.758-9;Andrea Paula Rodríguez Marín;04-11-83;E;8750707;3.38
8.050.445-5;Isabel Daniela Rojas Rodríguez;29-04-60;A;4965135;5.54
5.383.076-2;Andrea Paula Marín Rodríguez;08-09-84;B;5637713;1.99
5.871.925-7;Gabriel Javier Muñoz Rojas;20-01-67;C;9116331;9.57
21.796.876-8;Blanca Pamela Quiroga Saavedra;30-08-83;E;1631710;7.47
15.737.530-2;Valeria María Ruiz Rojas;26-08-96;A;2871051;7.39
9.803.630-6;Blanca Constanza Valenzuela Ruiz;17-06-88;D;7463708;0.65
9.964.393-10;Cecilia María Quiroga Ruiz;06-03-72;D;4026755;2.68
17.695.482-3;Juan Bernardo Quiroga Saavedra;25-09-75;B;147450;7.01
19.664.833-4;Victoria Andrea Valenzuela Saavedra;02-11-82;D;175864;5.36
13.911.957-2;Gabriel Ramón Vergara Rodríguez;16-12-95;D;10553;2.9
7.330.240-0;Alejandro Javier Saavedra Rodríguez;11-08-84;C;9076450;0.35
18.048.762-8;Ramón Ignacio Castro Muñoz;17-04-63;A;7777369;5.61
16.950.110-5;Pedro Francisco Campos González;23-03-68;D;712284;3.16
15.919.918-10;Paula Daniela Rojas Saavedra;13-05-95;E;5329668;2.64
19.577.429-6;Valeria Blanca Saavedra Quiroga;04-08-87;A;8692965;6.98
13.832.281-2;Bernardo Alejandro Rodríguez Rojas;11-07-76;B;3815988;9.78
20.635.257-5;Valeria Isidora Campos Rodríguez;03-01-61;E;1514749;7.24
21.352.909-3;Victoria Blanca Robles Robles;05-11-62;D;5018329;8.42
11.087.802-8;Cecilia Cecilia Rojas Robles;16-06-73;D;7314708;4.57
19.409.991-1;Cecilia Paula Rodríguez González;20-09-93;C;456233;1.38
13.960.659-9;Ignacio Bernardo Díaz Saavedra;02-06-63;C;9406153;0.86
14.962.550-9;María Constanza Quiroga López;04-04-69;C;7843260;4.57
21.511.348-0;Pamela Valeria Rodríguez Saavedra;14-08-81;E;3387605;0.43
14.506.666-3;Juan Javier Robles Valenzuela;17-12-94;E;586424;6.93
21.487.240-1;Ignacia Paula López López;21-02-66;C;7645493;5.44
19.138.317-9;Javiera Valeria Quiroga Rodríguez;03-09-60;C;2470395;5.9
9.542.356-10;Victoria Paula Campos Castro;20-09-66;A;8899013;7.68
21.846.124-5;Constanza Blanca Robles Castro;15-05-61;D;6081723;1.46
20.268.746-7;Ignacio Pablo Rodríguez Castro;13-10-77;E;1466835;3.25
20.405.269-10;Valeria Pamela Rojas Castro;04-12-83;B;948675;8.02
7.921.641-0;Vicente Rodrigo Ruiz Rodríguez;06-07-64;E;169858;3.71
13.054.111-10;Ignacio Ramón Rodríguez Valenzuela;04-04-77;B;4339300;8.28
4.601.879-0;Paula Daniela Campos Campos;19-04-65;D;7796775;6.67
12.881.367-5;Andrea Constanza Marín González;09-09-93;A;8995506;0.24
10.384.812-10;Isabel Paula Quiroga Saavedra;01-02-60;B;2527602;4.86
15.037.583-2;Pedro Alejandro Ruiz Muñoz;16-04-71;C;5222726;2.24
13.276.394-8;Pedro Vicente Quiroga Díaz;06-11-67;C;8127728;1.55
18.245.343-9;Rodrigo Andrés Campos Vergara;29-11-71;A;4500835;1.5
18.084.892-3;Juan Javier Díaz Ruiz;18-03-71;A;1446535;7.83
7.113.856-7;Blanca Isabel Vergara Díaz;07-12-82;A;2045769;3.35
14.852.559-9;Felipe Javier López Rojas;25-08-73;A;5636382;8.06
8.069.223-9;Gabriel Ignacio Ruiz Díaz;18-02-92;E;2511003;7.11
9.469.609-4;Bernardo Javier Quiroga Díaz;14-11-73;E;9896773;3.33
10.319.591-1;Constanza Isabel Marín Ruiz;01-12-87;D;8149530;9.35
19.049.445-10;Andrés Javier Campos Robles;1991-6-0;E;2526640;6.08
5.593.284-9;Francisco Gabriel Rodríguez Rodríguez;28-09-99;C;9952707;7.22
9.955.194-1;Gabriel Felipe Robles Ruiz;18-08-94;C;5728917;7.47
7.841.993-3;Andrea Valeria González Díaz;19-12-82;E;3571181;1.82
20.777.937-7;Felipe Rodrigo Muñoz Rojas;19-04-76;A;4738413;8.53
18.133.241-4;Ramón Vicente Muñoz Saavedra;05-11-94;D;1906628;3.8
14.212.080-7;Daniela Isidora López Robles;13-02-89;D;6233798;2.25
12.561.708-5;Ignacia Cecilia Rodríguez Saavedra;1986-5-0;A;1262807;4.72
5.097.962-8;Pamela Isidora Saavedra Quiroga;13-03-88;B;2420988;2.26
7.291.336-6;Rodrigo Ramón Castro González;06-11-00;C;6874104;4.44
4.04.618-6;Javiera Blanca Quiroga Ruiz;11-10-89;A;3578985;1.2
14.194.825-9;María Isidora Robles López;01-10-84;D;2379986;7.41
15.803.647-10;Andrea Blanca Saavedra Rojas;09-09-60;A;4257076;0.84
11.987.175-4;Paula Constanza Vergara Muñoz;20-07-97;D;8424770;3.12
9.257.620-9;María Isabel Robles Saavedra;09-07-82;E;4684246;3.44
14.362.524-0;Felipe Gabriel Rodríguez Robles;27-08-75;D;3343936;4.58
5.02.233-9;Victoria Victoria Muñoz Rodríguez;12-03-98;A;694300;5.21
7.238.399-5;Isidora Daniela Ruiz Ruiz;29-09-88;A;2155733;1.15
16.570.281-2;Constanza Cecilia Castro Ruiz;14-01-85;E;920922;3.21
18.430.016-8;Valeria Paula Vergara Rodríguez;24-03-63;D;4954809;5.26
12.390.985-8;Valeria Constanza Rodríguez Castro;29-07-88;A;8884008;4.67
16.040.941-6;Isidora María Valenzuela Saavedra;30-05-76;D;5027567;2.3
13.332.077-4;Cecilia Isidora Rodríguez Campos;13-11-96;C;1941320;7.26
19.721.592-4;Cecilia Ignacia Castro López;17-08-98;A;3495778;3.29
7.045.944-1;Juan Javier Ruiz Díaz;12-10-79;B;6343039;4.74
18.826.362-1;Javiera Isidora Valenzuela Valenzuela;27-03-98;D;5270962;3.39
10.031.049-5;Vicente Juan Muñoz González;08-02-85;E;3142533;3.11
21.130.613-5;Cecilia Blanca Valenzuela Castro;18-07-70;B;7784929;4.57
6.667.969-5;Gabriel Alejandro Muñoz Valenzuela;26-10-96;E;4107098;3.57
14.238.633-7;Andrea Isidora Rodríguez Castro;26-03-88;E;248660;7.46
18.373.622-10;Bernardo Pedro Díaz Robles;18-06-81;C;2946812;7.53
15.744.910-4;Felipe Gabriel Muñoz Castro;04-10-67;A;2705841;3.56
17.595.029-7;Juan Juan Saavedra Valenzuela;07-11-00;C;5635290;9.36
14.370.104-2;Constanza Andrea Vergara Saavedra;10-05-68;A;5348309;3.82
9.913.598-7;Vicente Francisco Díaz Vergara;09-05-69;E;4923466;4.96
16.281.843-3;Isidora Victoria Díaz Rojas;01-12-86;E;7632842;4.82
6.183.041-6;Paula Victoria Rodríguez González;1971-1-0;A;6962083;4.24
10.901.778-7;Javiera Andrea Muñoz Rodríguez;03-02-99;B;6912136;1.68
14.935.069-3;Vicente Felipe Saavedra Valenzuela;17-06-82;C;9392965;8.73
18.387.802-8;Javiera Valeria Ruiz Quiroga;07-06-93;E;8057685;2.14
8.534.043-0;Javiera Blanca Muñoz Robles;20-01-69;C;8325371;8.8
9.215.138-4;Bernardo Pedro Saavedra Campos;06-07-75;B;4054383;9.45
13.977.930-7;Rodrigo Felipe González Rojas;03-06-61;B;4982185;9.67
6.065.205-10;Felipe Bernardo González Rodríguez;18-02-78;C;8728669;9.96
16.017.134-10;Juan Rodrigo Marín Rojas;01-08-95;B;3619805;3.53
13.647.113-4;Constanza Andrea Vergara Quiroga;06-12-66;A;6426936;2.4
14.842.912-8;Gabriel Felipe Valenzuela Rodríguez;24-12-87;C;847947;9.49
14.060.894-9;Ramón Andrés Saavedra Rojas;29-10-96;A;2741147;7.84
4.636.775-0;Paula Isidora Muñoz Quiroga;21-11-74;A;3475711;5.83
19.377.209-1;Ignacio Felipe Vergara Rodríguez;14-06-73;E;2837129;1.94
11.528.775-7;Ignacia Ignacia Vergara Robles;01-05-63;C;2926326;5.66
12.054.184-8;Juan Pablo Robles Quiroga;26-09-82;A;1595456;7.57
11.648.598-5;Constanza Victoria Rodríguez Rodríguez;07-07-95;A;5470585;7.79
18.890.800-9;Blanca Isidora Marín Robles;14-10-79;B;4947191;0.63
13.987.304-6;Juan Bernardo Vergara Muñoz;24-01-63;B;9301008;8.18
6.158.780-2;Vicente Andrés Vergara Muñoz;27-01-91;A;3567812;1.44
10.600.077-10;Isabel Pamela Saavedra Valenzuela;15-03-70;A;8654150;6.33
15.201.08-2;Blanca Paula Rojas López;25-07-96;B;5226378;3.82
13.978.953-1;Juan Bernardo Rojas Rojas;08-07-97;D;1184224;1.89
5.629.577-10;Isidora Constanza Robles Marín;1970-2-0;D;7379694;3.81
13.774.393-7;Pablo Juan Quiroga Rojas;23-07-83;D;8115626;3.87
20.453.595-9;María Ignacia Rojas Rodríguez;08-10-70;C;3440575;9.35
7.422.483-3;Isabel Daniela Vergara Vergara;06-05-76;D;3904023;5.88
20.438.064-3;Victoria Javiera Díaz López;07-02-64;E;2146052;9.2
10.892.212-9;Isidora Valeria González Rodríguez;13-07-96;C;675982;9.93
10.667.321-1;Pedro Ramón Valenzuela Rodríguez;11-02-66;C;3912129;2.53
12.395.690-6;María Isidora Robles Rodríguez;01-03-88;B;3672301;7.71
13.478.062-6;María Valeria González Campos;20-10-65;D;1498431;6.84
13.073.200-2;Felipe Javier Rodríguez Rojas;22-05-61;D;6366020;3.24
14.129.210-7;Vicente Juan Castro Castro;10-10-72;D;7110127;5.85
16.986.836-10;Javiera María Vergara Valenzuela;12-01-86;A;3352147;8.92
15.116.681-1;Vicente Pedro Rodríguez Campos;17-04-66;E;1472637;1.39
15.269.626-4;Paula Valeria Ruiz Marín;08-04-99;D;4423588;8.33
16.148.625-10;Blanca Isabel Vergara González;20-07-73;A;389740;9.98
7.184.479-2;Isidora Paula Vergara Robles;08-10-84;E;3174100;1.92
10.302.602-4;Javiera Cecilia Saavedra Valenzuela;07-06-73;E;2068637;6.3
21.307.599-10;Andrea Constanza Castro Robles;10-07-92;D;9277469;2.31
11.942.539-4;Isidora Javiera López Rodríguez;05-01-77;E;2949763;1.17
12.568.934-5;Paula Daniela Muñoz Quiroga;06-09-78;B;5052388;6.01
14.407.999-3;María Valeria Marín Robles;1995-12-0;B;765834;8.69
20.166.403-3;Ignacio Bernardo López Valenzuela;1962-1-0;E;7822257;7.32
